longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,<1H OCEAN,INLAND,ISLAND,NEAR BAY,NEAR OCEAN
-122.15,37.72,29.0,8.335671314792847,6.954638864880987,7.613324979540639,6.870053411798126,2.8125,157400.0,0,0,0,1,0
-117.08,34.02,20.0,8.043020885298283,6.335054251498059,7.282073658093465,6.289715570908998,3.3365,122800.0,0,1,0,0,0
-118.45,34.31,9.0,7.461640392208575,5.883322388488279,6.710523109452428,5.780743515792329,4.0556,182500.0,1,0,0,0,0
-118.2,33.88,40.0,7.438383530044307,5.849324779946859,7.080867896690782,5.799092654460526,4.2083,147300.0,1,0,0,0,0
-117.22,33.66,12.0,7.533693709848633,5.877735781779639,6.915723448631314,5.780743515792329,3.125,117200.0,1,0,0,0,0
-118.36,33.94,39.0,7.237778191923443,6.018593214496234,7.418780882750794,5.918893854273146,3.3056,156800.0,1,0,0,0,0
-118.27,34.46,10.0,7.68937110752969,6.0063531596017325,7.02108396428914,5.916202062607435,4.7437,294000.0,0,1,0,0,0
-118.08,33.85,19.0,8.357493812658563,6.520621127558696,7.871692664323645,6.495265555937008,6.2427,288700.0,1,0,0,0,0
-118.0,33.73,26.0,7.71289096149013,5.638354669333745,6.697034247666484,5.645446897643238,6.7395,342800.0,1,0,0,0,0
-119.74,34.44,27.0,7.132497551660044,5.645446897643238,6.222576268071369,5.648974238161206,2.8,353000.0,0,0,0,0,1
-117.08,32.76,20.0,7.843064016692054,6.666956792429207,7.090076835776092,6.467698726104354,1.7743,140300.0,0,0,0,0,1
-117.61,33.44,17.0,7.619233416226805,5.60947179518496,6.570882962339584,5.583496308781699,6.5954,346200.0,0,0,0,0,1
-122.7,38.45,39.0,7.60887062919126,5.817111159963204,6.46302945692067,5.755742213586912,4.1734,240500.0,1,0,0,0,0
-122.22,40.18,13.0,8.221478947267192,6.6895992691789665,7.470224135899966,6.639875833826536,2.3517,88900.0,0,1,0,0,0
-118.21,33.82,43.0,6.913737350659685,5.298317366548036,6.584791392385716,5.2574953720277815,4.3424,162500.0,0,0,0,0,1
-117.1,32.69,35.0,7.164720378771857,5.60947179518496,7.076653815443951,5.60947179518496,2.0547,98000.0,0,0,0,0,1
-117.74,33.61,16.0,7.9208096792886,6.3578422665081,6.754604099487962,6.304448802421981,3.7422,229800.0,1,0,0,0,0
-117.25,32.72,36.0,7.87587915949631,6.111467339502679,7.620214770574455,6.040254711277414,6.5319,345800.0,0,0,0,0,1
-121.47,38.57,39.0,7.215975002651466,5.910796644040527,6.380122536899765,5.82600010738045,2.1691,150000.0,0,1,0,0,0
-120.27,37.12,17.0,8.110427237575024,6.444131256700441,7.365812837209472,6.429719478039138,2.9861,81500.0,0,1,0,0,0
-118.27,34.08,38.0,7.725771441587952,6.687108607866515,7.9724660159745655,6.675823221634848,2.5521,157500.0,1,0,0,0,0
-122.13,37.66,19.0,6.760414691083428,5.123963979403259,6.0112671744041615,5.214935757608986,4.3456,163000.0,0,0,0,1,0
-121.07,39.22,52.0,7.796880342783522,6.206575926724928,6.834108738813838,6.077642243349034,2.425,121100.0,0,1,0,0,0
-120.46,34.65,10.0,7.670428522190693,6.386879319362645,7.0630481633881725,6.3080984415095305,2.0819,103300.0,0,0,0,0,1
-117.87,33.74,31.0,7.757478766584179,6.481577129276431,8.098642843759418,6.448889394146858,2.6734,158500.0,1,0,0,0,0
-120.47,34.71,21.0,7.8383433155571165,5.950642552587727,6.920671504248683,5.910796644040527,5.6177,183800.0,0,0,0,0,1
-122.21,37.76,52.0,7.259116128097101,5.752572638825633,6.990256500493881,5.707110264748875,1.7546,80600.0,0,0,0,1,0
-121.26,38.66,19.0,8.061802274538348,6.09807428216624,7.20414929203594,6.115892125483034,6.1183,221600.0,0,1,0,0,0
-122.22,37.82,42.0,8.003697339094368,5.817111159963204,6.926577033222725,5.817111159963204,13.499,500001.0,0,0,0,1,0
-118.45,34.31,28.0,7.334981878871814,5.662960480135946,6.885509670034818,5.62040086571715,4.4773,173100.0,1,0,0,0,0
-118.1,33.86,21.0,8.023879992734878,6.437751649736401,7.370860166536716,6.343880434126331,4.3397,268100.0,1,0,0,0,0
-120.98,37.66,33.0,7.580699752224563,5.8377304471659395,6.892641641172089,5.877735781779639,4.5208,114200.0,0,1,0,0,0
-117.58,33.89,14.0,7.4570320891223805,6.003887067106539,7.146772179452637,5.863631175598097,2.3654,107900.0,0,1,0,0,0
-118.2,33.94,44.0,7.254177846456518,5.700443573390687,7.0909098220799835,5.730099782973574,3.5125,169300.0,1,0,0,0,0
-122.23,37.49,11.0,6.734591659972948,5.799092654460526,7.199678345691172,5.846438775057725,2.3333,241700.0,0,0,0,0,1
-117.92,34.01,35.0,8.024862150286411,6.453624998892692,8.226573474977114,6.423246963533519,3.375,127200.0,1,0,0,0,0
-121.33,38.03,10.0,6.4457198193855785,4.948759890378168,6.455198563340122,4.990432586778736,2.2961,126700.0,0,1,0,0,0
-118.13,34.16,52.0,7.3758821482150125,5.752572638825633,6.932447891572509,5.680172609017068,3.6719,227900.0,1,0,0,0,0
-117.0,32.73,17.0,8.707978826622321,7.042286171939743,8.138856750696325,7.0317412587631285,3.7647,127600.0,1,0,0,0,0
-121.82,37.26,10.0,8.016647877057803,6.354370040797351,7.392647520721623,6.380122536899765,5.1356,218700.0,1,0,0,0,0
-120.85,37.77,20.0,6.480044561926653,5.062595033026967,6.045005314036012,5.0238805208462765,2.0833,77300.0,0,1,0,0,0
-119.03,35.32,12.0,7.909122183211411,6.309918278226516,7.166265974133638,6.261491684321042,2.5575,100200.0,0,1,0,0,0
-122.36,40.66,17.0,7.932721027481948,6.327936783729195,7.332369205929062,6.249975242259483,2.0119,75800.0,0,1,0,0,0
-117.18,32.81,19.0,8.828201089171515,7.31986492980897,8.23880116587155,7.31986492980897,3.1032,179500.0,0,0,0,0,1
-117.36,33.2,19.0,7.6638772587034705,6.333279628139691,7.188412736496954,6.26530121273771,2.9539,169900.0,0,0,0,0,1
-117.1,32.58,33.0,5.976350909297934,4.343805421853684,5.802118375377063,4.394449154672439,4.1029,122700.0,0,0,0,0,1
-120.47,37.32,15.0,8.282230063296685,6.892641641172089,7.613324979540639,6.934397209928558,2.558,121600.0,0,1,0,0,0
-121.52,39.12,37.0,4.634728988229636,2.8903717578961645,3.4011973816621555,2.70805020110221,4.125,72000.0,0,1,0,0,0
-117.98,33.74,29.0,8.144388865547622,6.455198563340122,7.722234744709607,6.431331081933479,4.7404,207500.0,1,0,0,0,0
-119.63,36.33,14.0,7.982416346827733,6.398594934535208,7.3987862754199485,6.327936783729195,1.8385,67500.0,0,1,0,0,0
-121.08,39.02,13.0,7.517520850603031,5.62040086571715,6.6240652277998935,5.602118820879701,4.2031,209600.0,0,1,0,0,0
-119.08,35.39,10.0,8.769662508112274,6.947937068614969,8.084254106307318,6.93828448401696,5.575,132200.0,0,1,0,0,0
-116.53,33.84,28.0,9.035986984831405,7.517520850603031,8.152198015861787,7.201170883281678,2.5885,159000.0,0,1,0,0,0
-121.19,40.23,10.0,7.360739903058278,5.4510384535657,5.5134287461649825,4.653960350157523,5.8453,193800.0,0,1,0,0,0
-118.02,34.07,21.0,8.085178748074537,6.866933284461882,8.16876982367527,6.78897174299217,2.3236,156300.0,0,1,0,0,0
-119.03,35.42,38.0,7.990576881743923,6.395261598115449,7.307872780763706,6.343880434126331,2.6094,67900.0,0,1,0,0,0
-122.2,37.8,41.0,7.635786861395585,5.872117789475416,6.690842277418564,5.831882477283517,5.1184,239600.0,0,0,0,1,0
-121.62,37.09,37.0,7.374001859350161,5.717027701406222,6.93828448401696,5.662960480135946,3.9306,260700.0,1,0,0,0,0
-117.08,33.14,15.0,7.311886164077165,5.5254529391317835,6.71901315438526,5.480638923341991,4.3846,154200.0,1,0,0,0,0
-117.11,32.74,25.0,7.954021087278037,6.4692503167957724,7.728855823852543,6.450470422144176,2.2,98700.0,0,0,0,0,1
-117.06,32.68,36.0,8.246958032568177,6.680854678790215,7.988203597022576,6.591673732008658,2.0959,125000.0,0,0,0,0,1
-122.07,37.39,37.0,7.064759027791802,5.480638923341991,6.380122536899765,5.521460917862246,5.0131,330300.0,0,0,0,1,0
-118.1,33.76,15.0,8.453401058328458,6.910750787961936,7.539027055823995,6.882437470997847,5.6051,267400.0,0,0,0,0,1
-117.69,35.63,5.0,8.05579245097777,6.180016653652572,7.197435354096591,6.061456918928017,5.5773,109000.0,0,1,0,0,0
-121.78,38.68,43.0,8.23403420769204,6.742880635791903,7.526178913346146,6.706862336602747,2.3468,119400.0,0,1,0,0,0
-119.71,34.4,36.0,7.52131798019924,5.883322388488279,6.618738983517219,5.799092654460526,4.2283,326800.0,0,0,0,0,1
-122.61,41.74,15.0,8.344505083590521,6.827629234502852,7.530479995245536,6.76849321164863,2.0591,55700.0,0,1,0,0,0
-121.76,37.26,17.0,5.5254529391317835,3.970291913552122,4.955827057601261,3.9512437185814275,4.6458,500001.0,1,0,0,0,0
-118.17,34.04,46.0,6.559615237493242,5.123963979403259,6.486160788944089,5.0106352940962555,3.5938,141100.0,1,0,0,0,0
-118.3,34.11,52.0,8.051022208190679,6.516193076042964,7.101675971619444,6.408528791059498,3.5806,391900.0,1,0,0,0,0
-118.16,34.02,35.0,7.45876269238096,6.202535517187923,7.627544390488503,6.2324480165505225,2.1442,149200.0,1,0,0,0,0
-118.17,34.18,38.0,7.155396301896734,5.44673737166631,6.720220155135295,5.472270673671475,4.375,166700.0,1,0,0,0,0
-117.91,33.65,19.0,7.371489295214277,6.045005314036012,7.020190708311925,5.978885764901122,4.1029,213400.0,1,0,0,0,0
-117.13,32.71,44.0,7.437206366871292,6.025865973825314,7.242082359256962,5.8971538676367405,1.5474,83300.0,0,0,0,0,1
-118.54,34.23,29.0,7.469654172932128,5.8377304471659395,7.1846291527173145,5.811140992976701,4.125,241400.0,1,0,0,0,0
-118.38,33.87,23.0,7.778211474512493,6.037870919922137,6.9167150203536085,6.030685260261263,5.8518,337900.0,1,0,0,0,0
-119.08,35.36,12.0,8.770749549138642,7.018401799069201,7.995306620290822,6.996681488176539,4.5791,123400.0,0,1,0,0,0
-117.97,33.85,30.0,7.829630389150193,6.1675164908883415,7.385230923066573,6.159095388491933,4.0061,182900.0,1,0,0,0,0
-118.39,34.01,25.0,7.004881989712859,5.655991810819852,6.298949246855942,5.68697535633982,2.3571,340600.0,1,0,0,0,0
-117.86,34.02,19.0,8.748463629942055,6.843749949006225,8.20849175174038,6.8501261661455,5.9716,262100.0,1,0,0,0,0
-118.39,33.99,43.0,6.418364935936212,4.912654885736052,5.998936561946683,4.962844630259907,5.1322,314900.0,1,0,0,0,0
-118.3,34.04,35.0,6.994849985833071,5.846438775057725,7.381501894506707,5.802118375377063,2.1518,152800.0,1,0,0,0,0
-122.2,37.89,37.0,8.264105763728956,6.329720905522696,7.182352111885263,6.249975242259483,7.3195,367500.0,0,0,0,1,0
-122.08,37.7,32.0,7.908019444632471,6.104793232414985,7.053585727193677,6.018593214496234,5.2497,259300.0,0,0,0,1,0
-122.42,37.74,52.0,7.488293515159428,6.059123195581797,6.75343791859778,5.978885764901122,3.0833,328100.0,0,0,0,1,0
-118.48,34.02,29.0,7.368970402194793,6.297109319933935,6.927557906278317,6.1903154058531475,2.7072,375000.0,1,0,0,0,0
-121.89,37.32,41.0,6.885509670034818,5.583496308781699,6.763884908562435,5.537334267018537,3.2317,184800.0,1,0,0,0,0
-117.14,32.76,35.0,7.487733761436444,6.202535517187923,6.873163834212518,6.2285110035911835,2.0792,160000.0,0,0,0,0,1
-122.1,37.66,34.0,6.48768401848461,4.7535901911063645,5.8377304471659395,4.727387818712341,4.6875,200600.0,0,0,0,1,0
-122.44,37.77,52.0,8.16223106548118,6.61472560020376,7.226209010100671,6.5722825426940075,4.3667,500001.0,0,0,0,1,0
-121.95,37.33,36.0,7.428927194802272,5.659482215759621,6.608000625296087,5.783825182329737,4.7604,294700.0,1,0,0,0,0
-122.07,37.66,21.0,8.523572798380277,7.063903961472068,7.808729306744399,6.949856455000773,3.875,179300.0,0,0,0,1,0
-117.09,32.62,34.0,7.3632795869630385,5.8998973535824915,7.050989447068045,5.945420608606575,2.1955,129700.0,0,0,0,0,1
-122.65,38.47,24.0,7.727094484779841,5.802118375377063,6.742880635791903,5.6937321388027,3.858,214400.0,1,0,0,0,0
-117.23,33.94,7.0,9.487669032348473,7.89989532313973,8.81936971001847,7.798933310041217,3.5851,142000.0,0,1,0,0,0
-122.29,37.87,52.0,7.70796153183549,6.133398042996649,7.044032897274685,6.066108090103747,2.6165,150000.0,0,0,0,1,0
-121.05,39.23,20.0,7.399398083331354,5.926926025970411,6.960347729101308,5.968707559985366,1.5313,154900.0,0,1,0,0,0
-118.27,33.77,26.0,7.728855823852543,6.543911845564792,7.850882664809852,6.39024066706535,1.9964,150600.0,0,0,0,0,1
-118.02,33.73,24.0,8.763115329619787,7.040536390215956,7.917171988845776,6.964135612418245,5.1384,336900.0,1,0,0,0,0
-119.06,34.36,52.0,7.251344983372214,5.886104031450156,6.889591308354466,5.720311776607412,2.7951,199300.0,1,0,0,0,0
-122.55,37.99,34.0,8.103796712981794,6.320768294250582,7.243512974665482,6.373319789577012,4.8993,319900.0,0,0,0,1,0
-119.05,35.42,35.0,7.763871287820222,6.182084906716632,7.221835825288449,6.1224928095143865,2.325,63200.0,0,1,0,0,0
-118.15,34.13,50.0,7.8013913202914855,6.20455776256869,6.854354502255021,6.113682179832232,4.7344,314700.0,1,0,0,0,0
-122.09,37.68,29.0,7.755338812846501,6.289715570908998,7.02197642307216,6.293419278846481,2.4042,205600.0,0,0,0,1,0
-118.14,34.18,50.0,7.309212365692763,5.7899601708972535,6.90875477931522,5.780743515792329,3.3068,154400.0,1,0,0,0,0
-118.34,34.03,47.0,7.564238475170491,6.331501849893691,7.2078598714324755,6.2324480165505225,1.3444,125000.0,1,0,0,0,0
-119.68,36.32,26.0,6.385194398997726,4.804021044733257,5.594711379601839,4.762173934797756,1.7596,120800.0,0,1,0,0,0
-118.46,34.02,39.0,8.1886891244442,6.655440350367647,7.358830898342354,6.638567789166521,5.2571,405400.0,1,0,0,0,0
-122.6,38.0,21.0,7.695757990554761,6.137727054086234,7.00397413672268,6.1092475827643655,4.1098,246600.0,1,0,0,0,0
-122.02,37.29,25.0,8.254788926148725,6.20050917404269,7.2875606403097235,6.16541785423142,10.3979,500001.0,1,0,0,0,0
-117.97,34.07,22.0,7.271703706887368,5.8998973535824915,7.189922170745808,5.817111159963204,2.7802,162500.0,1,0,0,0,0
-118.36,34.13,36.0,8.835210463664092,7.074116816197362,7.7039102096163115,7.030857476116121,8.0499,495600.0,1,0,0,0,0
-121.18,39.26,14.0,6.699500340161678,5.087596335232384,5.8664680569332965,4.804021044733257,3.5938,140300.0,0,1,0,0,0
-122.4,37.76,52.0,8.358431899031295,6.816735880594968,7.349873704738337,6.729824070489475,4.119,298300.0,0,0,0,1,0
-122.17,37.75,48.0,7.468513271496337,5.968707559985366,6.841615476477592,5.857933154483459,1.4375,90000.0,0,0,0,1,0
-117.21,32.8,19.0,6.668228248417403,5.645446897643238,6.26530121273771,5.438079308923196,1.7273,137500.0,0,0,0,0,1
-117.95,33.74,16.0,7.926241523170962,6.398594934535208,7.075808863978387,6.335054251498059,3.7162,201200.0,1,0,0,0,0
-121.78,37.34,11.0,8.069655306886165,6.018593214496234,7.4815557019095165,6.037870919922137,7.0671,378200.0,1,0,0,0,0
-117.21,33.82,2.0,8.342601680684194,6.692083742506628,7.572502985020384,6.513230110912307,3.9052,122100.0,0,1,0,0,0
-119.31,36.06,20.0,7.71289096149013,6.075346031088684,7.2485040723706105,6.023447592961033,1.8827,48700.0,0,1,0,0,0
-117.86,33.67,16.0,3.044522437723423,1.791759469228055,2.772588722239781,1.791759469228055,3.875,450000.0,1,0,0,0,0
-119.95,38.95,21.0,7.624130585661289,6.364750756851911,6.859614903654202,5.869296913133774,1.7245,92200.0,0,1,0,0,0
-117.1,33.36,19.0,8.165932137321585,6.490723534502507,7.645875825184813,6.415096959171596,3.2614,168800.0,1,0,0,0,0
-118.21,34.03,47.0,6.776506992372183,5.43372200355424,6.771935555839602,5.44673737166631,2.2656,145000.0,1,0,0,0,0
-117.74,33.51,29.0,7.450660796211539,5.598421958998375,6.418364935936212,5.556828061699537,7.8239,500001.0,1,0,0,0,0
-117.81,33.67,24.0,8.27664912542186,6.495265555937008,7.513163545234075,6.424869023905388,6.3767,269000.0,1,0,0,0,0
-117.6,34.08,15.0,7.901377353792616,6.133398042996649,7.267525427828172,6.1092475827643655,4.9063,159800.0,0,1,0,0,0
-121.32,38.71,14.0,8.432724034789787,6.652863029353347,7.813995675002791,6.663132695990803,4.5245,127500.0,0,1,0,0,0
-119.57,36.1,37.0,7.424761761823209,5.75890177387728,6.56244409369372,5.616771097666572,2.0595,60700.0,0,1,0,0,0
-117.83,33.73,20.0,8.660254034256889,7.37650812632622,8.487558386286548,7.290292882446597,3.5387,160400.0,1,0,0,0,0
-121.7,39.37,32.0,7.52456122628536,5.924255797414532,6.815639990074331,5.902633333401366,1.7885,57000.0,0,1,0,0,0
-118.41,34.25,36.0,7.044905117129371,5.560681631015528,7.068172000388042,5.60947179518496,3.6016,153800.0,1,0,0,0,0
-120.8,37.52,13.0,7.979681302387741,6.1779441140506,7.3796321526095525,6.19644412779452,3.9286,145800.0,0,1,0,0,0
-123.21,39.2,17.0,8.053887083618223,6.542471960506805,7.353081920515432,6.473890696352274,2.2926,149300.0,1,0,0,0,0
-117.2,33.58,2.0,10.323874113321294,8.523970175695261,9.150590367570409,8.0702808933939,4.5936,174300.0,1,0,0,0,0
-118.3,34.1,25.0,8.27563105457801,7.447751280047908,8.490027523343468,7.385851078125209,1.6112,262500.0,1,0,0,0,0
-117.75,34.05,35.0,7.165493475060845,5.8289456176102075,7.3098814858247865,5.746203190540153,1.6645,93300.0,0,1,0,0,0
-118.25,33.79,32.0,7.095064377287131,5.831882477283517,7.495541943884256,5.916202062607435,2.375,128000.0,0,0,0,0,1
-118.26,33.95,44.0,7.301147805856032,5.799092654460526,6.907755278982137,5.755742213586912,1.5147,94600.0,1,0,0,0,0
-118.15,33.96,33.0,7.791109510610028,6.186208623900494,7.242797922793756,6.169610732491456,3.1083,285500.0,1,0,0,0,0
-122.21,37.77,52.0,6.61472560020376,5.0369526024136295,6.161207321695077,5.0106352940962555,2.6765,88800.0,0,0,0,1,0
-117.17,32.77,6.0,8.257644958208228,6.775366090936392,7.344719054149673,6.705639094860003,4.5481,164800.0,0,0,0,0,1
-117.67,33.61,23.0,8.185628891147607,6.359573868672378,7.4360278163518485,6.345636360828596,6.1401,243200.0,1,0,0,0,0
-118.06,34.1,38.0,8.080237416216702,6.456769655572163,7.3777589082278725,6.413458957167357,3.8646,257100.0,1,0,0,0,0
-122.35,37.95,45.0,7.669961995473577,6.068425588244111,7.1846291527173145,6.068425588244111,3.0737,111600.0,0,0,0,1,0
-118.18,34.04,36.0,7.4999765409521215,6.447305862541213,7.6586995582682995,6.507277712385012,1.55,129000.0,1,0,0,0,0
-118.36,33.8,34.0,7.874739125171811,5.91350300563827,6.874198495453294,5.929589143389895,10.1241,500001.0,0,0,0,0,1
-118.33,34.05,48.0,7.785720896534624,6.269096283706261,7.533158807455563,6.220590170099739,3.375,257800.0,1,0,0,0,0
-118.3,34.1,29.0,8.132706489693264,7.221105098182496,8.141189793457691,7.069023426578259,1.7083,166700.0,1,0,0,0,0
-118.24,33.96,30.0,6.756932389247553,5.402677381872279,6.816735880594968,5.2574953720277815,1.9041,105100.0,1,0,0,0,0
-120.85,37.78,30.0,7.02197642307216,5.517452896464707,6.413458957167357,5.472270673671475,2.2386,87200.0,0,1,0,0,0
-117.27,32.85,34.0,7.652545692693921,6.09807428216624,6.660575149839686,6.008813185442595,2.3187,488900.0,0,0,0,0,1
-118.08,33.77,26.0,7.808729306744399,6.333279628139691,6.879355804460439,6.300785794663244,2.1944,87500.0,1,0,0,0,0
-120.94,37.68,4.0,9.496721598694915,7.793586803371584,8.76732914779405,7.736307096548285,4.2471,162100.0,0,1,0,0,0
-117.33,34.12,33.0,6.839476438228843,5.393627546352362,6.732210706467206,5.356586274672012,1.3417,69000.0,0,1,0,0,0
-117.19,34.03,25.0,7.829630389150193,5.831882477283517,6.803505257608338,5.771441123130016,6.4962,182400.0,0,1,0,0,0
-120.65,35.29,36.0,7.57095858316901,5.755742213586912,6.7464121285733745,5.700443573390687,3.1818,249600.0,0,0,0,0,1
-119.7,34.42,52.0,5.799092654460526,4.700480365792417,5.676753802268282,4.634728988229636,1.4722,350000.0,1,0,0,0,0
-122.26,37.78,52.0,6.878326468291325,5.384495062789089,6.270988431858299,5.342334251964811,3.3438,201300.0,0,0,0,1,0
-119.57,34.38,22.0,7.829232537543592,6.056784013228625,6.824373670043086,5.834810737062605,5.759,425000.0,1,0,0,0,0
-123.2,39.13,26.0,7.29641326877392,6.035481432524756,6.97166860472579,5.996452088619021,1.375,84400.0,1,0,0,0,0
-118.07,33.81,22.0,7.905441649060286,5.8664680569332965,7.174724309836376,5.910796644040527,8.5407,398800.0,1,0,0,0,0
-118.49,34.27,34.0,8.492490578775866,6.704414354964107,7.8328075165248645,6.661854740545311,5.5714,225900.0,1,0,0,0,0
-116.41,33.74,17.0,8.364042011922063,6.795705775173514,6.8658910748834385,6.089044875446846,2.4659,177800.0,0,1,0,0,0
-117.83,33.66,15.0,7.764720544771477,6.0844994130751715,6.617402977974478,6.111467339502679,6.5356,272800.0,1,0,0,0,0
-121.73,36.86,28.0,6.71901315438526,5.187385805840755,6.556778356158042,4.976733742420574,4.4271,175700.0,1,0,0,0,0
-121.91,37.24,30.0,7.752764808851328,6.040254711277414,7.016609683894219,5.921578419643816,4.7279,272000.0,1,0,0,0,0
-117.06,32.77,32.0,8.265907334155747,6.71901315438526,8.260751354700513,6.7357800142423265,3.0755,166800.0,0,0,0,0,1
-118.49,34.29,26.0,8.415603335654604,6.416732282512326,7.44716835960004,6.366470447731438,9.2873,431800.0,1,0,0,0,0
-122.59,37.99,36.0,8.490849216076635,6.77078942390898,7.549609165154532,6.71901315438526,4.1659,302000.0,0,0,0,1,0
-119.81,36.79,39.0,7.812782818577581,6.133398042996649,7.020190708311925,6.068425588244111,2.4167,71900.0,0,1,0,0,0
-121.06,39.21,52.0,7.2813856635702825,5.736572297479192,6.45833828334479,5.703782474656201,2.2083,103900.0,0,1,0,0,0
-122.06,37.35,30.0,7.621195162809845,5.68697535633982,6.669498089857879,5.631211781821365,8.758,500001.0,1,0,0,0,0
-118.31,34.03,34.0,7.621684998724611,6.249975242259483,7.299797366758161,6.206575926724928,2.1173,156600.0,1,0,0,0,0
-122.32,37.56,49.0,7.6093665379542115,5.703782474656201,6.539585955617669,5.666426688112432,5.549,500001.0,0,0,0,0,1
-118.33,33.99,46.0,7.367077059881012,5.755742213586912,6.656726524178391,5.659482215759621,3.2083,149600.0,1,0,0,0,0
-119.6,36.57,33.0,7.562161631225652,6.0014148779611505,7.095064377287131,5.966146739123692,1.8333,68300.0,0,1,0,0,0
-121.29,37.99,45.0,6.873163834212518,5.293304824724492,6.212606095751519,5.278114659230517,1.6944,75200.0,0,1,0,0,0
-118.17,33.96,25.0,8.101071503119543,6.9726062513017535,8.522777569710138,6.948897222313312,2.2817,164200.0,1,0,0,0,0
-117.76,34.07,51.0,7.338888133838879,5.978885764901122,7.068172000388042,5.963579343618446,2.3156,109800.0,0,1,0,0,0
-121.46,38.54,48.0,6.90975328164481,5.327876168789581,6.406879986069314,5.170483995038151,1.8333,58200.0,0,1,0,0,0
-118.29,33.98,48.0,7.025538314638521,5.44673737166631,6.664409020350408,5.4116460518550396,3.4444,93100.0,1,0,0,0,0
-118.27,34.05,25.0,7.183111701743281,6.729824070489475,7.936302693201959,6.665683717782408,1.7866,325000.0,1,0,0,0,0
-121.94,37.93,16.0,8.137980454452139,6.059123195581797,7.201916317531627,6.061456918928017,7.5695,320400.0,0,1,0,0,0
-121.96,37.29,24.0,7.123672785204607,5.575949103146316,6.53813982376767,5.6240175061873385,5.0,283000.0,1,0,0,0,0
-118.03,33.86,19.0,7.493317248862145,5.796057750765372,6.922643891475888,5.777652323222656,4.535,289300.0,1,0,0,0,0
-119.57,36.72,11.0,7.828436359157585,6.133398042996649,7.130098510125578,6.100318952020064,3.6161,99500.0,0,1,0,0,0
-121.93,37.32,51.0,7.905441649060286,6.591673732008658,7.382746449738912,6.586171654854675,3.0,184700.0,1,0,0,0,0
-118.42,34.12,27.0,7.644919344958857,5.717027701406222,6.484635235635252,5.602118820879701,12.3767,500001.0,1,0,0,0,0
-118.46,34.3,32.0,7.793586803371584,6.1675164908883415,7.73718007783463,6.040254711277414,4.0337,158500.0,1,0,0,0,0
-121.48,38.58,48.0,7.79770203551669,6.61338421837956,7.156176637480615,6.4967749901858625,1.6277,140600.0,0,1,0,0,0
-121.13,36.21,34.0,7.826044013518965,6.311734809152915,7.501634457883413,6.306275286948016,3.4821,113700.0,1,0,0,0,0
-118.44,34.28,38.0,7.053585727193677,5.723585101952381,7.215239978730097,5.66988092298052,2.5147,137100.0,1,0,0,0,0
-121.38,38.62,34.0,7.763446388727362,6.415096959171596,7.028201432058005,6.385194398997726,2.2,116500.0,0,1,0,0,0
-120.64,37.7,16.0,5.652489180268651,3.9512437185814275,5.480638923341991,3.8501476017100584,1.8958,137500.0,0,1,0,0,0
-121.86,37.41,16.0,7.38025578842646,5.662960480135946,6.985641817639208,5.6937321388027,6.1256,266900.0,1,0,0,0,0
-117.87,34.07,21.0,8.460411177317253,6.78332520060396,7.701200180857446,6.645090969505644,3.8167,258700.0,1,0,0,0,0
-122.78,38.97,11.0,8.551787836180736,6.879355804460439,7.6708948313621175,6.675823221634848,3.0466,97300.0,0,1,0,0,0
-118.22,34.22,39.0,7.8961806086154915,6.035481432524756,6.9985096422506015,5.998936561946683,7.0059,500001.0,1,0,0,0,0
-117.21,32.75,15.0,7.448333860897476,6.555356891810665,6.818924065275521,6.511745329644728,1.0612,300000.0,0,0,0,0,1
-122.33,37.94,44.0,7.478734825567875,5.808142489980444,6.720220155135295,5.736572297479192,4.0526,150800.0,0,0,0,1,0
-121.97,36.98,17.0,7.942362237674335,6.210600077024653,7.198931240688173,6.169610732491456,3.7083,252400.0,0,0,0,0,1
-117.18,34.54,5.0,8.235625719964311,6.429719478039138,7.6487397889562425,6.455198563340122,3.8194,98500.0,0,1,0,0,0
-118.2,34.04,52.0,7.1308988302963465,5.730099782973574,7.1098794630722715,5.697093486505405,2.07,136300.0,1,0,0,0,0
-119.61,36.58,29.0,7.180069874302796,5.638354669333745,6.670766320845874,5.605802066295998,2.6974,73000.0,0,1,0,0,0
-119.66,34.43,27.0,8.61431990214696,6.966024187106113,7.860185057472165,6.887552571664617,3.8456,500001.0,1,0,0,0,0
-121.38,38.68,35.0,7.356279876550748,5.673323267171493,6.759255270663693,5.627621113690637,2.4844,77000.0,0,1,0,0,0
-117.2,34.13,14.0,8.293799608846818,6.568077911411976,7.31986492980897,6.501289670540389,3.4138,126700.0,0,1,0,0,0
-122.4,40.57,23.0,7.186901020411631,5.560681631015528,6.620073206530356,5.407171771460119,1.655,90100.0,0,1,0,0,0
-118.19,33.79,30.0,8.041734711487537,6.902742737158593,8.173011311724972,6.7464121285733745,1.9387,141700.0,0,0,0,0,1
-119.01,35.36,38.0,7.516977224604321,5.963579343618446,7.093404625868766,5.924255797414532,1.6797,60700.0,0,1,0,0,0
-117.53,34.1,5.0,7.689828668736484,6.192362489474872,7.22983877815125,6.129050210060545,3.7917,103000.0,0,1,0,0,0
-124.0,40.22,16.0,7.644440761556566,6.284134161070802,6.705639094860003,5.7899601708972535,1.319,70700.0,1,0,0,0,0
